Entity,Year,Renewables (% equivalent primary energy)
Czechia,1989,0.76388884
Czechia,1990,0.6279108
Czechia,1991,0.6470877
Czechia,1992,0.85835934
Czechia,1993,0.99214965
Czechia,1994,1.1369475
Czechia,1995,1.4834487
Czechia,1996,1.3430386
Czechia,1997,1.3685676
Czechia,1998,1.281692
Czechia,1999,1.5926199
Czechia,2000,1.4434271
Czechia,2001,1.5818
Czechia,2002,1.8193735
Czechia,2003,1.0856818
Czechia,2004,1.4602342
Czechia,2005,1.7223583
Czechia,2006,1.9475973
Czechia,2007,1.9150995
Czechia,2008,2.1536171
Czechia,2009,2.7962987
Czechia,2010,3.3554666
Czechia,2011,4.272681
Czechia,2012,4.792661
Czechia,2013,5.6041293
Czechia,2014,5.645436
Czechia,2015,5.8991933
Czechia,2016,5.94577
Czechia,2017,5.815572
Czechia,2018,5.6855097
Czechia,2019,6.1152124
Czechia,2020,6.691049
Czechia,2021,6.497798
Denmark,1965,0.04447716
Denmark,1966,0.040665347
Denmark,1967,0.03888248
Denmark,1968,0.031256683
Denmark,1969,0.028526576
Denmark,1970,0.029206116
Denmark,1971,0.030904578
Denmark,1972,0.029284108
Denmark,1973,0.030267373
Denmark,1974,0.033269178
Denmark,1975,0.02953616
Denmark,1976,0.024274977
Denmark,1977,0.03255087
Denmark,1978,0.037017047
Denmark,1979,0.043281496
Denmark,1980,0.056611072
Denmark,1981,0.065005064
Denmark,1982,0.07215245
Denmark,1983,0.1496665
Denmark,1984,0.15148832
Denmark,1985,0.16285835
Denmark,1986,0.27791977
Denmark,1987,0.37065881
Denmark,1988,0.5722486
Denmark,1989,0.88691425
Denmark,1990,1.2664866
Denmark,1991,1.4587734
Denmark,1992,2.040864
Denmark,1993,2.3619852
Denmark,1994,2.1321414
Denmark,1995,2.313322
Denmark,1996,2.1877265
Denmark,1997,3.3808846
Denmark,1998,4.675769
Denmark,1999,5.3890667
Denmark,2000,7.0956745
Denmark,2001,7.4025154
Denmark,2002,8.586957
Denmark,2003,9.462801
Denmark,2004,11.729121
Denmark,2005,12.488843
Denmark,2006,10.61084
Denmark,2007,12.42254
Denmark,2008,12.6056
Denmark,2009,13.32837
Denmark,2010,15.651074
Denmark,2011,18.64669
Denmark,2012,20.934052
Denmark,2013,21.378275
Denmark,2014,24.633705
Denmark,2015,26.659948
Denmark,2016,25.71348
Denmark,2017,30.301117
Denmark,2018,29.154387
Denmark,2019,32.79566
Denmark,2020,37.272453
Denmark,2021,39.24958
Ecuador,1965,8.505215
Ecuador,1966,9.248206
Ecuador,1967,9.417127
Ecuador,1968,8.330954
Ecuador,1969,8.701673
Ecuador,1970,8.106536
Ecuador,1971,8.015814
Ecuador,1972,7.758966
Ecuador,1973,7.0862336
Ecuador,1974,6.9780536
Ecuador,1975,8.653943
Ecuador,1976,7.57248
Ecuador,1977,5.8732605
Ecuador,1978,7.960053
Ecuador,1979,6.851764
Ecuador,1980,6.642501
Ecuador,1981,5.3501143
Ecuador,1982,5.5936837
Ecuador,1983,10.982115
Ecuador,1984,18.537539
Ecuador,1985,15.903298
Ecuador,1986,18.56394
Ecuador,1987,20.51675
Ecuador,1988,18.759295
Ecuador,1989,18.673532
Ecuador,1990,18.208445
Ecuador,1991,16.781824
Ecuador,1992,16.528347
Ecuador,1993,18.627613
Ecuador,1994,19.351002
Ecuador,1995,16.093634
Ecuador,1996,17.381893
Ecuador,1997,16.071613
Ecuador,1998,15.920069
Ecuador,1999,19.251896
Ecuador,2000,21.613928
Ecuador,2001,19.692354
Ecuador,2002,21.095179
Ecuador,2003,19.533443
Ecuador,2004,18.734905
Ecuador,2005,16.596605
Ecuador,2006,16.25161
Ecuador,2007,19.557272
Ecuador,2008,22.617521
Ecuador,2009,18.929243
Ecuador,2010,15.936485
Ecuador,2011,19.198841
Ecuador,2012,19.840086
Ecuador,2013,17.377462
Ecuador,2014,17.276142
Ecuador,2015,19.640232
Ecuador,2016,23.628025
Ecuador,2017,28.335857
Ecuador,2018,27.386934
Ecuador,2019,31.76902
Ecuador,2020,36.035774
Ecuador,2021,32.3542
Egypt,1965,5.5878944
Egypt,1966,5.5950437
Egypt,1967,7.041625
Egypt,1968,9.956793
Egypt,1969,16.08243
Egypt,1970,15.164636
Egypt,1971,15.877998
Egypt,1972,14.63569
Egypt,1973,15.458052
Egypt,1974,16.143082
Egypt,1975,16.16058
Egypt,1976,15.923643
Egypt,1977,16.571007
Egypt,1978,17.237103
Egypt,1979,15.267534
Egypt,1980,13.69403
Egypt,1981,12.52634
Egypt,1982,11.533038
Egypt,1983,9.980415
Egypt,1984,8.979603
Egypt,1985,8.225812
Egypt,1986,7.8884335
Egypt,1987,7.4370356
Egypt,1988,7.2144046
Egypt,1989,7.3539524
Egypt,1990,7.5208654
Egypt,1991,7.396339
Egypt,1992,7.380686
Egypt,1993,7.595429
Egypt,1994,7.676783
Egypt,1995,7.558946
Egypt,1996,7.361754
Egypt,1997,7.243849
Egypt,1998,7.1541786
Egypt,1999,7.409151
Egypt,2000,7.416068
Egypt,2001,7.225909
Egypt,2002,6.795776
Egypt,2003,5.937698
Egypt,2004,5.634644
Egypt,2005,5.385706
Egypt,2006,5.1723137
Egypt,2007,5.3631554
Egypt,2008,5.414237
Egypt,2009,4.800595
Egypt,2010,4.461719
Egypt,2011,4.3315444
Egypt,2012,4.1802897
Egypt,2013,4.1771846
Egypt,2014,4.1816525
Egypt,2015,4.328853
Egypt,2016,4.131468
Egypt,2017,3.8699906
Egypt,2018,4.0554056
Egypt,2019,5.1698976
Egypt,2020,6.564624
Egypt,2021,6.230571
Estonia,1985,0.0
Estonia,1986,0.0
Estonia,1987,0.0
Estonia,1988,0.0
Estonia,1989,0.0
Estonia,1990,0.0
Estonia,1991,0.0
Estonia,1992,0.0
Estonia,1993,0.0
Estonia,1994,0.0
Estonia,1995,0.030831562
Estonia,1996,0.024195744
Estonia,1997,0.039256863
Estonia,1998,0.06567057
Estonia,1999,0.09331137
Estonia,2000,0.10166839
Estonia,2001,0.09630356
Estonia,2002,0.18708262
Estonia,2003,0.22028498
Estonia,2004,0.28742737
Estonia,2005,0.5005239
Estonia,2006,0.59395134
Estonia,2007,0.5890301
Estonia,2008,0.8455263
Estonia,2009,2.7872162
Estonia,2010,4.3919716
Estonia,2011,4.9312315
Estonia,2012,6.1257634
Estonia,2013,4.7120137
Estonia,2014,5.5141263
Estonia,2015,6.578982
Estonia,2016,6.427242
Estonia,2017,6.830332
Estonia,2018,7.507283
Estonia,2019,9.91299
Estonia,2020,14.138368
Estonia,2021,14.325047
Finland,1965,23.966585
Finland,1966,23.36688
Finland,1967,24.873165
Finland,1968,20.672768
Finland,1969,15.680414
Finland,1970,15.499043
Finland,1971,16.927217
Finland,1972,15.603095
Finland,1973,14.4314785
Finland,1974,18.064272
Finland,1975,17.08967
Finland,1976,12.514572
Finland,1977,15.202662
Finland,1978,11.782436
Finland,1979,12.091409
Finland,1980,11.415307
Finland,1981,15.109192
Finland,1982,14.6664095
Finland,1983,15.364748
Finland,1984,14.383723
Finland,1985,12.764183
Finland,1986,12.675924
Finland,1987,13.406022
Finland,1988,13.070466
Finland,1989,12.690624
Finland,1990,15.044628
Finland,1991,16.643732
Finland,1992,18.367647
Finland,1993,17.727713
Finland,1994,15.916638
Finland,1995,17.851295
Finland,1996,15.462067
Finland,1997,17.178953
Finland,1998,20.300835
Finland,1999,17.990025
Finland,2000,19.702833
Finland,2001,17.716715
Finland,2002,16.264904
Finland,2003,14.593681
Finland,2004,19.509205
Finland,2005,19.46372
Finland,2006,17.534887
Finland,2007,18.869097
Finland,2008,22.427767
Finland,2009,19.18046
Finland,2010,19.647142
Finland,2011,20.955502
Finland,2012,24.975452
Finland,2013,22.647865
Finland,2014,24.728233
Finland,2015,28.137722
Finland,2016,26.58672
Finland,2017,28.707514
Finland,2018,28.641554
Finland,2019,29.214561
Finland,2020,33.16851
Finland,2021,34.61129
France,1965,10.584984
France,1966,11.602393
France,1967,9.537199
France,1968,10.09288
France,1969,9.634168
France,1970,9.537436
France,1971,7.9428425
France,1972,7.446317
France,1973,6.7090616
France,1974,8.01622
France,1975,9.053055
France,1976,6.8996778
France,1977,10.595119
France,1978,9.109527
France,1979,8.611678
France,1980,9.114398
France,1981,9.551752
France,1982,9.705157
France,1983,9.325617
France,1984,8.554503
France,1985,7.887791
France,1986,7.7647924
France,1987,8.584645
France,1988,9.174313
France,1989,5.5997367
France,1990,6.222641
France,1991,6.2665405
France,1992,7.399244
France,1993,6.9688835
France,1994,8.563506
France,1995,7.823903
France,1996,6.882894
France,1997,6.803889
France,1998,6.470214
France,1999,7.388863
France,2000,6.7445607
France,2001,7.405367
France,2002,6.175621
France,2003,5.962182
France,2004,5.970315
France,2005,5.365334
France,2006,5.969732
France,2007,6.6387134
France,2008,7.6322675
France,2009,7.70645
France,2010,8.220292
France,2011,7.185518
France,2012,9.137363
France,2013,10.4594345
France,2014,10.459279
France,2015,10.147399
France,2016,10.975246
France,2017,10.437264
France,2018,12.132495
France,2019,12.384905
France,2020,14.788747
France,2021,13.671011
Germany,1965,1.614503
Germany,1966,1.7416129
Germany,1967,1.6582538
Germany,1968,1.5761398
Germany,1969,1.1857672
Germany,1970,1.5171292
Germany,1971,1.1796806
Germany,1972,1.1219959
Germany,1973,1.2137141
Germany,1974,1.4188614
Germany,1975,1.4353294
Germany,1976,1.1208524
Germany,1977,1.3967295
Germany,1978,1.408961
Germany,1979,1.3454018
Germany,1980,1.4781905
Germany,1981,1.5739785
Germany,1982,1.6178513
Germany,1983,1.4992614
Germany,1984,1.4371842
Germany,1985,1.3216147
Germany,1986,1.4105299
Germany,1987,1.5094993
Germany,1988,1.5009333
Germany,1989,1.3991727
Germany,1990,1.33694
Germany,1991,1.2709577
Germany,1992,1.5204551
Germany,1993,1.5835441
Germany,1994,1.7396334
Germany,1995,1.8891898
Germany,1996,1.6823945
Germany,1997,1.8035167
Germany,1998,1.970565
Germany,1999,2.2275858
Germany,2000,2.8871117
Germany,2001,2.9411676
Germany,2002,3.538632
Germany,2003,3.6419897
Germany,2004,4.5165977
Germany,2005,5.2084193
Germany,2006,6.0263047
Germany,2007,7.6538334
Germany,2008,7.8176284
Germany,2009,8.45428
Germany,2010,8.792469
Germany,2011,10.566965
Germany,2012,11.899699
Germany,2013,12.063335
Germany,2014,13.278847
Germany,2015,14.823544
Germany,2016,14.607312
Germany,2017,16.196213
Germany,2018,17.084951
Germany,2019,18.768305
Germany,2020,21.122828
Germany,2021,19.453121
Greece,1965,2.9926248
Greece,1966,5.9037366
Greece,1967,5.1454077
Greece,1968,4.0803204
Greece,1969,5.802621
Greece,1970,6.6985598
Greece,1971,5.6566277
Greece,1972,5.0900455
Greece,1973,3.6736455
Greece,1974,3.9671507
Greece,1975,3.004863
Greece,1976,2.5362146
Greece,1977,2.501576
Greece,1978,3.8218632
Greece,1979,5.1934614
Greece,1980,5.006544
Greece,1981,5.126492
Greece,1982,5.2865105
Greece,1983,3.454517
Greece,1984,4.0465713
Greece,1985,3.7546213
Greece,1986,4.3210115
Greece,1987,3.396962
Greece,1988,2.7383277
Greece,1989,2.0288122
Greece,1990,1.8226951
Greece,1991,3.1458604
Greece,1992,2.2052267
Greece,1993,2.2926176
Greece,1994,2.5512795
Greece,1995,3.3267503
Greece,1996,3.991272
Greece,1997,3.4691076
Greece,1998,3.1588402
Greece,1999,3.964062
Greece,2000,3.2847326
Greece,2001,2.296041
Greece,2002,2.7831922
Greece,2003,4.297642
Greece,2004,4.291226
Greece,2005,4.6003256
Greece,2006,5.32195
Greece,2007,3.1136858
Greece,2008,3.9871402
Greece,2009,5.8433247
Greece,2010,7.824593
Greece,2011,6.159234
Greece,2012,8.102894
Greece,2013,12.095451
Greece,2014,10.859847
Greece,2015,13.008345
Greece,2016,13.225245
Greece,2017,14.015645
Greece,2018,13.455227
Greece,2019,13.694194
Greece,2020,16.707697
Greece,2021,19.391674
Hong Kong,1965,0.0
Hong Kong,1966,0.0
Hong Kong,1967,0.0
Hong Kong,1968,0.0
Hong Kong,1969,0.0
Hong Kong,1970,0.0
Hong Kong,1971,0.0
Hong Kong,1972,0.0
Hong Kong,1973,0.0
Hong Kong,1974,0.0
Hong Kong,1975,0.0
Hong Kong,1976,0.0
Hong Kong,1977,0.0
Hong Kong,1978,0.0
Hong Kong,1979,0.0
Hong Kong,1980,0.0
Hong Kong,1981,0.0
Hong Kong,1982,0.0
Hong Kong,1983,0.0
Hong Kong,1984,0.0
Hong Kong,1985,0.0
Hong Kong,1986,0.0
Hong Kong,1987,0.0
Hong Kong,1988,0.0
Hong Kong,1989,0.0
Hong Kong,1990,0.0
Hong Kong,1991,0.0
Hong Kong,1992,0.0
Hong Kong,1993,0.0
Hong Kong,1994,0.0
Hong Kong,1995,0.0
Hong Kong,1996,0.0
Hong Kong,1997,0.0
Hong Kong,1998,0.0
Hong Kong,1999,0.0
Hong Kong,2000,0.0
Hong Kong,2001,0.0
Hong Kong,2002,0.0
Hong Kong,2003,0.0
Hong Kong,2004,0.0
Hong Kong,2005,0.0
Hong Kong,2006,0.0006911576
Hong Kong,2007,0.000804969
Hong Kong,2008,0.0008013578
Hong Kong,2009,0.0009893064
Hong Kong,2010,0.040526018
Hong Kong,2011,0.044920437
Hong Kong,2012,0.044864498
Hong Kong,2013,0.038566995
Hong Kong,2014,0.046603356
Hong Kong,2015,0.059699725
Hong Kong,2016,0.06550138
Hong Kong,2017,0.06267911
Hong Kong,2018,0.06412575
Hong Kong,2019,0.07460387
Hong Kong,2020,0.10073566
Hong Kong,2021,0.108698964
Hungary,1965,0.11989386
Hungary,1966,0.15773733
Hungary,1967,0.13554126
Hungary,1968,0.14179073
Hungary,1969,0.14133148
Hungary,1970,0.12151648
Hungary,1971,0.128392
Hungary,1972,0.14248806
Hungary,1973,0.120818384
Hungary,1974,0.09401585
Hungary,1975,0.17870052
Hungary,1976,0.1693199
Hungary,1977,0.14541946
Hungary,1978,0.12593117
Hungary,1979,0.13454616
Hungary,1980,0.10290331
Hungary,1981,0.15593338
Hungary,1982,0.14692831
Hungary,1983,0.1457432
Hungary,1984,0.16569237
Hungary,1985,0.13748026
Hungary,1986,0.13723414
Hungary,1987,0.14415859
Hungary,1988,0.14756292
Hungary,1989,0.14161773
Hungary,1990,0.17966974
Hungary,1991,0.21547885
Hungary,1992,0.21209235
Hungary,1993,0.21881689
Hungary,1994,0.21855822
Hungary,1995,0.23041439
Hungary,1996,0.26410878
Hungary,1997,0.28335416
Hungary,1998,0.22453971
Hungary,1999,0.2573081
Hungary,2000,0.26188785
Hungary,2001,0.26927036
Hungary,2002,0.24771267
Hungary,2003,0.3591855
Hungary,2004,1.0114942
Hungary,2005,1.9106504
Hungary,2006,1.5408134
Hungary,2007,1.9637135
Hungary,2008,2.4881732
Hungary,2009,3.3081076
Hungary,2010,3.356313
Hungary,2011,3.0736933
Hungary,2012,3.186504
Hungary,2013,3.550579
Hungary,2014,4.012245
Hungary,2015,3.8928456
Hungary,2016,3.8303542
Hungary,2017,3.8641884
Hungary,2018,4.1346164
Hungary,2019,4.9454613
Hungary,2020,5.8162417
Hungary,2021,6.819573
Iceland,1965,24.983986
Iceland,1966,23.200014
Iceland,1967,24.937162
Iceland,1968,24.370615
Iceland,1969,30.625391
Iceland,1970,41.689293
Iceland,1971,41.70726
Iceland,1972,42.6058
Iceland,1973,45.067017
Iceland,1974,47.447186
Iceland,1975,48.562763
Iceland,1976,50.019867
Iceland,1977,50.608696
Iceland,1978,50.14911
Iceland,1979,52.477844
Iceland,1980,55.954315
Iceland,1981,56.7724
Iceland,1982,61.470432
Iceland,1983,62.748474
Iceland,1984,62.04727
Iceland,1985,61.471844
Iceland,1986,62.145615
Iceland,1987,61.632626
Iceland,1988,62.10895
Iceland,1989,60.840477
Iceland,1990,60.333626
Iceland,1991,61.54583
Iceland,1992,60.99951
Iceland,1993,61.05936
Iceland,1994,61.05491
Iceland,1995,61.592953
Iceland,1996,59.821136
Iceland,1997,62.260468
Iceland,1998,64.60303
Iceland,1999,67.37353
Iceland,2000,67.80518
Iceland,2001,69.64024
Iceland,2002,69.7559
Iceland,2003,69.68164
Iceland,2004,68.89618
Iceland,2005,68.649345
Iceland,2006,70.91828
Iceland,2007,74.30169
Iceland,2008,81.15162
Iceland,2009,82.5026
Iceland,2010,83.07628
Iceland,2011,83.27399
Iceland,2012,83.54047
Iceland,2013,83.09186
Iceland,2014,82.747856
Iceland,2015,81.80247
Iceland,2016,79.91398
Iceland,2017,78.81927
Iceland,2018,77.96496
Iceland,2019,80.09719
Iceland,2020,86.836586
Iceland,2021,86.874535
India,1965,9.149455
India,1966,9.270712
India,1967,10.058605
India,1968,10.8575325
India,1969,10.873967
India,1970,11.78412
India,1971,12.426771
India,1972,11.463117
India,1973,11.957463
India,1974,10.860853
India,1975,12.067704
India,1976,12.036798
India,1977,12.415875
India,1978,14.818278
India,1979,13.540278
India,1980,13.453117
India,1981,12.948172
India,1982,11.035112
India,1983,10.110921
India,1984,10.576085
India,1985,9.670784
India,1986,9.167619
India,1987,8.030696
India,1988,8.2299185
India,1989,8.742304
India,1990,8.542831
India,1991,9.029864
India,1992,8.140623
India,1993,8.035937
India,1994,8.667226
India,1995,7.6867676
India,1996,6.789633
India,1997,6.5708995
India,1998,7.3818183
India,1999,7.1245966
India,2000,6.3762894
India,2001,5.9925246
India,2002,5.731832
India,2003,5.6240616
India,2004,7.460849
India,2005,6.8943167
India,2006,7.7062397
India,2007,7.8556447
India,2008,7.2570653
India,2009,6.4735703
India,2010,6.583671
India,2011,7.501343
India,2012,6.727289
India,2013,7.329665
India,2014,7.344336
India,2015,7.1846457
India,2016,7.0113974
India,2017,7.511875
India,2018,7.9128056
India,2019,8.849619
India,2020,9.730037
India,2021,9.31085
Indonesia,1965,6.385928
Indonesia,1966,8.364608
Indonesia,1967,9.505835
Indonesia,1968,11.010139
Indonesia,1969,10.201886
Indonesia,1970,11.570672
Indonesia,1971,4.00115
Indonesia,1972,3.373836
Indonesia,1973,3.7743795
Indonesia,1974,3.9022942
Indonesia,1975,3.3421185
Indonesia,1976,1.86724
Indonesia,1977,2.3478298
Indonesia,1978,1.4906298
Indonesia,1979,1.4562846
Indonesia,1980,1.22723
Indonesia,1981,1.1406815
Indonesia,1982,1.2204516
Indonesia,1983,1.7323705
Indonesia,1984,1.7180939
Indonesia,1985,1.9808587
Indonesia,1986,2.9868257
Indonesia,1987,2.9112306
Indonesia,1988,3.028997
Indonesia,1989,3.4081194
Indonesia,1990,3.7318633
Indonesia,1991,3.81247
Indonesia,1992,4.4085426
Indonesia,1993,3.8476534
Indonesia,1994,3.5212233
Indonesia,1995,3.5392697
Indonesia,1996,3.5088153
Indonesia,1997,2.4772785
Indonesia,1998,4.0149045
Indonesia,1999,3.852458
Indonesia,2000,3.7336404
Indonesia,2001,4.1123867
Indonesia,2002,3.6838136
Indonesia,2003,3.2210946
Indonesia,2004,3.4259636
Indonesia,2005,3.5274262
Indonesia,2006,3.2203085
Indonesia,2007,3.370551
Indonesia,2008,3.586532
Indonesia,2009,3.655174
Indonesia,2010,4.326221
Indonesia,2011,3.3885977
Indonesia,2012,3.4713633
Indonesia,2013,4.3306036
Indonesia,2014,4.4786325
Indonesia,2015,3.7929575
Indonesia,2016,5.47902
Indonesia,2017,5.283774
Indonesia,2018,7.393458
Indonesia,2019,7.870309
Indonesia,2020,9.8601465
Indonesia,2021,10.385715
Iran,1965,5.225076
Iran,1966,5.1514864
Iran,1967,5.041223
Iran,1968,4.931734
Iran,1969,4.8371115
Iran,1970,4.4152985
Iran,1971,4.3325543
Iran,1972,5.0189476
Iran,1973,3.5577044
Iran,1974,3.4556205
Iran,1975,3.1140482
Iran,1976,3.0952492
Iran,1977,2.8250146
Iran,1978,4.5260034
Iran,1979,3.6342711
Iran,1980,4.064726
Iran,1981,4.4219165
Iran,1982,4.111237
Iran,1983,3.388465
Iran,1984,2.9317567
Iran,1985,2.7088304
Iran,1986,3.4556096
Iran,1987,3.5734787
Iran,1988,3.6968005
Iran,1989,2.7610443
Iran,1990,2.6902497
Iran,1991,1.8835832
Iran,1992,2.7959175
Iran,1993,3.4577885
Iran,1994,2.0214617
Iran,1995,2.326306
Iran,1996,2.2645998
Iran,1997,1.4810699
Iran,1998,1.7921339
Iran,1999,1.149869
Iran,2000,0.8082891
Iran,2001,0.8181908
Iran,2002,1.4433478
Iran,2003,1.6837654
Iran,2004,1.8843323
Iran,2005,2.1426387
Iran,2006,2.500738
Iran,2007,2.2706358
Iran,2008,0.92359346
Iran,2009,0.81369674
Iran,2010,1.1950724
Iran,2011,1.189808
Iran,2012,1.3722979
Iran,2013,1.5257099
Iran,2014,1.4402106
Iran,2015,1.3088065
Iran,2016,1.446506
Iran,2017,1.5620874
Iran,2018,0.9227302
Iran,2019,2.83683
Iran,2020,1.9643506
Iran,2021,1.2903937
Iraq,1965,0.9088937
Iraq,1966,1.0816305
Iraq,1967,1.2241523
Iraq,1968,1.3923404
Iraq,1969,1.3289313
Iraq,1970,1.3015628
Iraq,1971,1.3798673
Iraq,1972,1.1780089
Iraq,1973,1.7372402
Iraq,1974,2.4466267
Iraq,1975,2.5798507
Iraq,1976,2.0427802
Iraq,1977,2.4060905
Iraq,1978,3.0567932
Iraq,1979,3.5280182
Iraq,1980,2.0129209
Iraq,1981,1.9036806
Iraq,1982,1.8080083
Iraq,1983,1.5740337
Iraq,1984,1.4442425
Iraq,1985,1.2590632
Iraq,1986,1.0752139
Iraq,1987,3.9494467
Iraq,1988,3.4105723
Iraq,1989,3.0038674
Iraq,1990,5.7843523
Iraq,1991,4.2872925
Iraq,1992,6.584853
Iraq,1993,5.861052
Iraq,1994,5.2431145
Iraq,1995,5.992914
Iraq,1996,5.454255
Iraq,1997,4.675355
Iraq,1998,5.869804
Iraq,1999,4.7001114
Iraq,2000,2.9294536
Iraq,2001,3.0164843
Iraq,2002,3.8850465
Iraq,2003,4.5359826
Iraq,2004,5.081916
Iraq,2005,4.544925
Iraq,2006,4.7386
Iraq,2007,4.2728944
Iraq,2008,2.3818684
Iraq,2009,2.3280268
Iraq,2010,2.637557
Iraq,2011,2.3962152
Iraq,2012,2.8232703
Iraq,2013,2.676
Iraq,2014,1.7387189
Iraq,2015,1.610299
Iraq,2016,1.8365394
Iraq,2017,1.1253452
Iraq,2018,0.9119535
Iraq,2019,2.2772882
Iraq,2020,1.646885
Iraq,2021,1.502491
Ireland,1965,4.1168256
Ireland,1966,3.3116634
Ireland,1967,2.8878038
Ireland,1968,2.3684356
Ireland,1969,1.788348
Ireland,1970,3.130313
Ireland,1971,1.7471479
Ireland,1972,2.440847
Ireland,1973,2.1648736
Ireland,1974,2.630475
Ireland,1975,1.8612478
Ireland,1976,2.0663717
Ireland,1977,2.432969
Ireland,1978,2.1924868
Ireland,1979,2.3525975
Ireland,1980,2.4655998
Ireland,1981,2.5970182
Ireland,1982,2.4390516
Ireland,1983,2.4031906
Ireland,1984,2.1390052
Ireland,1985,2.4875605
Ireland,1986,2.5271845
Ireland,1987,1.8662728
Ireland,1988,2.3837883
Ireland,1989,1.8510284
Ireland,1990,1.7610795
Ireland,1991,1.8195367
Ireland,1992,1.9909809
Ireland,1993,1.849106
Ireland,1994,2.141104
Ireland,1995,1.630657
Ireland,1996,1.6184038
Ireland,1997,1.6524464
Ireland,1998,2.2163975
Ireland,1999,2.014281
